边 : 卖 0 | 迷 1 | 亮 2 | 屋 3 | 盖 4 | 衣 5 | 举 6 | 昌 7 | 房 8 | 患 9 | 癌 10 | 症 11 | 瓜 12 | 伤 13 | 净 14 | 池 15 | 冒 16 | 伸 17 | 征 18 | 腾 19 | 
腾 : 韦 0 | 钦 1 | 耶 2 | 惯 3 | 瑞 4 | 晴 5 | 媒 6 | 班 7 | 核 8 | 杯 9 | 魇 10 | 漕 11 | 缳 12 | 杲 13 | 顷 14 | 萸 15 | 豇 16 | 咭 17 | 鳏 18 | 笞 19 | 

圈 : 韦 0 | 晴 1 | 缳 2 | 豇 3 | 魇 4 | 鳏 5 | 漕 6 | 溆 7 | 杲 8 | 萸 9 | 鼾 10 | 渌 11 | 笞 12 | 裟 13 | 慵 14 | 咭 15 | 琰 16 | 饬 17 | 绻 18 | 酊 19 | 

箸 : 魇 0 | 缳 1 | 漕 2 | 杲 3 | 豇 4 | 鳏 5 | 溆 6 | 萸 7 | 笞 8 | 鼾 9 | 慵 10 | 渌 11 | 琰 12 | 蹇 13 | 咭 14 | 绻 15 | 饬 16 | 酊 17 | 樨 18 | 仝 19 | 

蛀 : 厮 0 | 铿 1 | 涿 2 | 铱 3 | 怦 4 | 蚂 5 | 徜 6 | 蔼 7 | 锲 8 | 烷 9 | 篑 10 | 镌 11 | 菏 12 | 殚 13 | 耄 14 | 呻 15 | 阖 16 | 甬 17 | 娣 18 | 帧 19 | 

玫 : 钵 0 | 褥 1 | 毡 2 | 粽 3 | 嘘 4 | 蛀 5 | 擎 6 | 祠 7 | 仕 8 | 痰 9 | 炙 10 | 醋 11 | 萋 12 | 疤 13 | 汩 14 | 挟 15 | 崽 16 | 匀 17 | 蠢 18 | 亵 19 | 

雪 : 瑞 0 | 耶 1 | 韦 2 | 头 3 | 铁 4 | 班 5 | 钦 6 | 亚 7 | 伯 8 | 仪 9 | 华 10 | 边 11 | 媒 12 | 河 13 | 核 14 | 富 15 | 汽 16 | 惯 17 | 顷 18 | 云 19 | 

槌 : 滦 0 | 烷 1 | 怦 2 | 锲 3 | 邃 4 | 徜 5 | 篑 6 | 袤 7 | 蚂 8 | 阖 9 | 睫 10 | 菏 11 | 蹴 12 | 跚 13 | 呻 14 | 铄 15 | 窒 16 | 洮 17 | 胥 18 | 淇 19 | 

钦 : 韦 0 | 挑 1 | 龚 2 | 汽 3 | 缳 4 | 豇 5 | 鳏 6 | 魇 7 | 漕 8 | 溆 9 | 鼾 10 | 杲 11 | 乃 12 | 萸 13 | 渌 14 | 笞 15 | 慵 16 | 饬 17 | 酊 18 | 琰 19 | 

鹭 : 魇 0 | 漕 1 | 杲 2 | 豇 3 | 溆 4 | 萸 5 | 笞 6 | 鳏 7 | 慵 8 | 琰 9 | 渌 10 | 咭 11 | 鼾 12 | 蹇 13 | 绻 14 | 饬 15 | 灏 16 | 酊 17 | 樨 18 | 旮 19 | 

凿 : 诠 0 | 苛 1 | 镌 2 | 霓 3 | 蔼 4 | 锲 5 | 甬 6 | 郅 7 | 铱 8 | 铿 9 | 迢 10 | 怦 11 | 涿 12 | 窒 13 | 盏 14 | 徜 15 | 蚂 16 | 篑 17 | 滦 18 | 娅 19 | 

旨 : 恒 0 | 码 1 | 孕 2 | 翼 3 | 蕴 4 | 痛 5 | 拾 6 | 圈 7 | 鹅 8 | 薪 9 | 闲 10 | 词 11 | 桩 12 | 皇 13 | 饿 14 | 荫 15 | 愁 16 | 茫 17 | 翰 18 | 勋 19 | 

横 : 欲 0 | 滴 1 | 赣 2 | 苍 3 | 斑 4 | 闲 5 | 颜 6 | 帽 7 | 皇 8 | 昭 9 | 垂 10 | 肆 11 | 逊 12 | 咸 13 | 洽 14 | 珊 15 | 勋 16 | 码 17 | 仙 18 | 喧 19 | 

甬 : 魇 0 | 漕 1 | 杲 2 | 溆 3 | 萸 4 | 鳏 5 | 笞 6 | 渌 7 | 慵 8 | 琰 9 | 咭 10 | 鼾 11 | 蹇 12 | 绻 13 | 饬 14 | 酊 15 | 樨 16 | 旮 17 | 灏 18 | 仝 19 | 

噎 : 暌 0 | 哧 1 | 鲱 2 | 槎 3 | 蚱 4 | 腈 5 | 楔 6 | 绾 7 | 儡 8 | 闫 9 | 阚 10 | 箢 11 | 薮 12 | 昀 13 | 龉 14 | 佞 15 | 锗 16 | 罟 17 | 蒗 18 | 喱 19 | 

畿 : 魇 0 | 杲 1 | 笞 2 | 漕 3 | 慵 4 | 渌 5 | 琰 6 | 饬 7 | 鼾 8 | 绻 9 | 蹇 10 | 咭 11 | 溆 12 | 酊 13 | 樨 14 | 仝 15 | 铳 16 | 棰 17 | 旮 18 | 灏 19 | 

穑 : 煸 0 | 裟 1 | 铳 2 | 慵 3 | 蹇 4 | 饬 5 | 鼾 6 | 酊 7 | 酰 8 | 渌 9 | 棰 10 | 绻 11 | 笞 12 | 琰 13 | 缳 14 | 罘 15 | 仝 16 | 幔 17 | 枥 18 | 婕 19 | 

扣 : 垂 0 | 滴 1 | 码 2 | 闲 3 | 珠 4 | 皇 5 | 屈 6 | 苍 7 | 横 8 | 赣 9 | 赋 10 | 斑 11 | 勋 12 | 颜 13 | 蕴 14 | 饿 15 | 缠 16 | 洽 17 | 竣 18 | 帽 19 | 

荤 : 漕 0 | 杲 1 | 溆 2 | 笞 3 | 渌 4 | 鼾 5 | 慵 6 | 咭 7 | 琰 8 | 蹇 9 | 饬 10 | 酊 11 | 樨 12 | 灏 13 | 旮 14 | 仝 15 | 棰 16 | 铳 17 | 馗 18 | 幔 19 | 

珠 : 韦 0 | 封 1 | 挑 2 | 龚 3 | 凌 4 | 瑞 5 | 漕 6 | 溆 7 | 杲 8 | 鼾 9 | 笞 10 | 渌 11 | 琰 12 | 蹇 13 | 饬 14 | 咭 15 | 酊 16 | 樨 17 | 旮 18 | 棰 19 | 

濮 : 杲 0 | 溆 1 | 笞 2 | 鼾 3 | 渌 4 | 琰 5 | 咭 6 | 饬 7 | 蹇 8 | 酊 9 | 樨 10 | 旮 11 | 灏 12 | 棰 13 | 仝 14 | 铳 15 | 馗 16 | 嚏 17 | 幔 18 | 鹩 19 | 

械 : 凌 0 | 辈 1 | 封 2 | 艘 3 | 密 4 | 韦 5 | 杲 6 | 溆 7 | 笞 8 | 鼾 9 | 琰 10 | 渌 11 | 蹇 12 | 咭 13 | 饬 14 | 笔 15 | 酊 16 | 瑞 17 | 樨 18 | 灏 19 | 

淇 : 杲 0 | 溆 1 | 笞 2 | 渌 3 | 咭 4 | 琰 5 | 蹇 6 | 饬 7 | 酊 8 | 樨 9 | 灏 10 | 旮 11 | 仝 12 | 棰 13 | 铳 14 | 馗 15 | 罘 16 | 幔 17 | 鹩 18 | 婕 19 | 

浙 : 封 0 | 浙 1 | 避 2 | 乃 3 | 敢 4 | 挑 5 | 辈 6 | 龚 7 | 凌 8 | 艘 9 | 扶 10 | 黑 11 | 笔 12 | 溆 13 | 渌 14 | 酊 15 | 馗 16 | 琰 17 | 棰 18 | 笞 19 | 

屎 : 溆 0 | 笞 1 | 渌 2 | 琰 3 | 咭 4 | 饬 5 | 蹇 6 | 酊 7 | 樨 8 | 灏 9 | 旮 10 | 仝 11 | 棰 12 | 铳 13 | 馗 14 | 罘 15 | 嚏 16 | 鹩 17 | 幔 18 | 婕 19 | 

稻 : 耶 0 | 钦 1 | 瑞 2 | 媒 3 | 惯 4 | 班 5 | 顷 6 | 核 7 | 仪 8 | 杯 9 | 伯 10 | 亚 11 | 铁 12 | 汽 13 | 商 14 | 署 15 | 龚 16 | 咭 17 | 笞 18 | 溆 19 | 

懵 : 窦 0 | 逍 1 | 拄 2 | 笃 3 | 潼 4 | 亘 5 | 撩 6 | 喋 7 | 秭 8 | 惭 9 | 篝 10 | 孢 11 | 邬 12 | 嘘 13 | 吭 14 | 镍 15 | 郴 16 | 惋 17 | 怅 18 | 窨 19 | 

晌 : 溆 0 | 笞 1 | 咭 2 | 琰 3 | 酊 4 | 饬 5 | 樨 6 | 旮 7 | 灏 8 | 棰 9 | 铳 10 | 馗 11 | 幔 12 | 罘 13 | 婕 14 | 倭 15 | 枥 16 | 鹩 17 | 嚏 18 | 腱 19 | 

戏 : 菲 0 | 俱 1 | 魏 2 | 袭 3 | 汗 4 | 朋 5 | 杂 6 | 偏 7 | 振 8 | 柬 9 | 骤 10 | 挑 11 | 汽 12 | 夏 13 | 截 14 | 琛 15 | 叫 16 | 仪 17 | 封 18 | 铁 19 | 

空 : 灌 0 | 阵 1 | 盗 2 | 树 3 | 圣 4 | 夏 5 | 朋 6 | 霍 7 | 蓬 8 | 振 9 | 奔 10 | 汗 11 | 杂 12 | 瓦 13 | 袭 14 | 丈 15 | 毅 16 | 慰 17 | 铁 18 | 仲 19 | 

浓 : 龚 0 | 汽 1 | 铁 2 | 仪 3 | 封 4 | 瑞 5 | 耶 6 | 班 7 | 亚 8 | 乃 9 | 浙 10 | 笞 11 | 咭 12 | 饬 13 | 酊 14 | 琰 15 | 樨 16 | 旮 17 | 铳 18 | 棰 19 | 

衣 : 封 0 | 凌 1 | 富 2 | 密 3 | 边 4 | 辈 5 | 瑞 6 | 河 7 | 云 8 | 铁 9 | 落 10 | 华 11 | 仪 12 | 乃 13 | 黑 14 | 笔 15 | 班 16 | 避 17 | 龚 18 | 艘 19 | 

滨 : 蒂 0 | 缆 1 | 玛 2 | 饰 3 | 彦 4 | 昂 5 | 弟 6 | 叉 7 | 绎 8 | 圈 9 | 淑 10 | 畴 11 | 僚 12 | 魁 13 | 罐 14 | 磁 15 | 焰 16 | 脉 17 | 撼 18 | 墓 19 | 

捕 : 耶 0 | 瑞 1 | 班 2 | 仪 3 | 凌 4 | 核 5 | 惯 6 | 媒 7 | 杯 8 | 铁 9 | 顷 10 | 咭 11 | 琰 12 | 饬 13 | 旮 14 | 边 15 | 酊 16 | 灏 17 | 铳 18 | 富 19 | 

掖 : 叽 0 | 孽 1 | 偕 2 | 嗅 3 | 椭 4 | 糠 5 | 糅 6 | 羹 7 | 辫 8 | 妖 9 | 戛 10 | 玷 11 | 荤 12 | 淅 13 | 嘶 14 | 豌 15 | 觞 16 | 糯 17 | 赳 18 | 箫 19 | 

巾 : 咭 0 | 饬 1 | 酊 2 | 旮 3 | 棰 4 | 铳 5 | 灏 6 | 馗 7 | 幔 8 | 枥 9 | 罘 10 | 嚏 11 | 鹩 12 | 婕 13 | 腱 14 | 倭 15 | 碚 16 | 崂 17 | 猗 18 | 鞣 19 | 

蔼 : 咭 0 | 饬 1 | 酊 2 | 棰 3 | 灏 4 | 旮 5 | 铳 6 | 馗 7 | 幔 8 | 嚏 9 | 罘 10 | 婕 11 | 鹩 12 | 枥 13 | 腱 14 | 倭 15 | 碚 16 | 猗 17 | 崂 18 | 岙 19 | 

愧 : 咭 0 | 灏 1 | 旮 2 | 酊 3 | 罘 4 | 馗 5 | 岙 6 | 铳 7 | 棰 8 | 碚 9 | 鹩 10 | 猗 11 | 塍 12 | 婕 13 | 诰 14 | 幔 15 | 嚏 16 | 鳝 17 | 倭 18 | 枥 19 | 

奚 : 咭 0 | 酊 1 | 灏 2 | 旮 3 | 棰 4 | 铳 5 | 馗 6 | 罘 7 | 鹩 8 | 幔 9 | 婕 10 | 嚏 11 | 碚 12 | 岙 13 | 枥 14 | 猗 15 | 倭 16 | 腱 17 | 诰 18 | 崂 19 | 

砾 : 酊 0 | 灏 1 | 棰 2 | 铳 3 | 馗 4 | 罘 5 | 幔 6 | 鹩 7 | 婕 8 | 嚏 9 | 枥 10 | 碚 11 | 猗 12 | 腱 13 | 倭 14 | 岙 15 | 诰 16 | 崂 17 | 鞣 18 | 阚 19 | 

瀛 : 笃 0 | 吭 1 | 媲 2 | 逍 3 | 嘘 4 | 迩 5 | 婷 6 | 簧 7 | 潼 8 | 偎 9 | 囡 10 | 怅 11 | 拄 12 | 孢 13 | 淆 14 | 禧 15 | 亘 16 | 粱 17 | 萋 18 | 啪 19 | 

睬 : 酊 0 | 棰 1 | 铳 2 | 馗 3 | 罘 4 | 幔 5 | 婕 6 | 鹩 7 | 嚏 8 | 碚 9 | 岙 10 | 枥 11 | 倭 12 | 腱 13 | 猗 14 | 鞣 15 | 崂 16 | 诰 17 | 阚 18 | 仨 19 | 

淅 : 蚨 0 | 蜃 1 | 噎 2 | 阄 3 | 瓤 4 | 魇 5 | 菽 6 | 敕 7 | 沏 8 | 酰 9 | 筠 10 | 鲇 11 | 慵 12 | 嗨 13 | 煸 14 | 蹇 15 | 腋 16 | 蘖 17 | 蚤 18 | 诘 19 | 

疹 : 匣 0 | 徨 1 | 糯 2 | 镍 3 | 轶 4 | 濮 5 | 熹 6 | 狡 7 | 鹜 8 | 偕 9 | 孢 10 | 撮 11 | 妖 12 | 嵘 13 | 捺 14 | 燮 15 | 羹 16 | 葩 17 | 嶙 18 | 屉 19 | 

殚 : 酊 0 | 棰 1 | 铳 2 | 馗 3 | 罘 4 | 幔 5 | 鹩 6 | 嚏 7 | 婕 8 | 枥 9 | 碚 10 | 腱 11 | 倭 12 | 猗 13 | 岙 14 | 崂 15 | 诰 16 | 鞣 17 | 阚 18 | 佞 19 | 

硐 : 酊 0 | 铳 1 | 罘 2 | 鹩 3 | 婕 4 | 幔 5 | 猗 6 | 馗 7 | 腱 8 | 嚏 9 | 倭 10 | 诰 11 | 岙 12 | 崂 13 | 佞 14 | 阚 15 | 薮 16 | 仨 17 | 鳝 18 | 塍 19 | 

究 : 障 0 | 望 1 | 响 2 | 括 3 | 然 4 | 彻 5 | 幕 6 | 点 7 | 握 8 | 请 9 | 境 10 | 践 11 | 则 12 | 持 13 | 略 14 | 史 15 | 务 16 | 念 17 | 础 18 | 况 19 | 

头 : 车 0 | 头 1 | 谢 2 | 苏 3 | 岛 4 | 西 5 | 贺 6 | 路 7 | 藏 8 | 洛 9 | 星 10 | 弟 11 | 树 12 | 贵 13 | 河 14 | 胜 15 | 蒂 16 | 瓦 17 | 富 18 | 卫 19 | 

副 : 架 0 | 掉 1 | 册 2 | 岛 3 | 饱 4 | 触 5 | 贺 6 | 缩 7 | 耗 8 | 叹 9 | 楚 10 | 星 11 | 衷 12 | 醒 13 | 踪 14 | 约 15 | 揽 16 | 愧 17 | 畏 18 | 歧 19 | 

＜ : 铳 0 | 罘 1 | 馗 2 | 婕 3 | 鹩 4 | 嚏 5 | 腱 6 | 岙 7 | 猗 8 | 崂 9 | 阚 10 | 诰 11 | 仨 12 | 佞 13 | 鳝 14 | 罟 15 | 虱 16 | 塍 17 | 薮 18 | 甙 19 | 

７ : 求 0 | 此 1 | 切 2 | 取 3 | 敢 4 | 渐 5 | 们 6 | 晚 7 | 该 8 | 得 9 | 避 10 | 既 11 | 拓 12 | 只 13 | 要 14 | 块 15 | 凌 16 | 请 17 | 至 18 | 笔 19 | 

簧 : 铳 0 | 馗 1 | 罘 2 | 鹩 3 | 嚏 4 | 猗 5 | 腱 6 | 岙 7 | 诰 8 | 崂 9 | 阚 10 | 佞 11 | 鳝 12 | 仨 13 | 塍 14 | 罟 15 | 薮 16 | 虱 17 | 甙 18 | 衩 19 | 

浣 : 铳 0 | 馗 1 | 罘 2 | 嚏 3 | 鹩 4 | 腱 5 | 猗 6 | 岙 7 | 崂 8 | 诰 9 | 阚 10 | 佞 11 | 鳝 12 | 仨 13 | 塍 14 | 薮 15 | 甙 16 | 罟 17 | 虱 18 | 喹 19 | 

呻 : 豌 0 | 妖 1 | 偕 2 | 菩 3 | 羹 4 | 赳 5 | 稣 6 | 妓 7 | 燧 8 | 珲 9 | → 10 | 猕 11 | 噜 12 | 佟 13 | 邕 14 | 糯 15 | 盹 16 | 胤 17 | 翌 18 | 诋 19 | 

崭 : 馗 0 | 铳 1 | 嚏 2 | 腱 3 | 阚 4 | 崂 5 | 罘 6 | 鹩 7 | 仨 8 | 猗 9 | 龌 10 | 甙 11 | 猬 12 | 佞 13 | 薮 14 | 岙 15 | 蟑 16 | 鳝 17 | 亻 18 | 虱 19 | 

帘 : 铳 0 | 馗 1 | 罘 2 | 鹩 3 | 嚏 4 | 岙 5 | 猗 6 | 诰 7 | 腱 8 | 塍 9 | 佞 10 | 崂 11 | 罟 12 | 薮 13 | 阚 14 | 龉 15 | 仨 16 | 喹 17 | 衩 18 | 甙 19 | 

隙 : 铳 0 | 馗 1 | 罘 2 | 鹩 3 | 腱 4 | 猗 5 | 岙 6 | 崂 7 | 诰 8 | 阚 9 | 仨 10 | 佞 11 | 塍 12 | 甙 13 | 薮 14 | 虱 15 | 罟 16 | 猬 17 | 龉 18 | 喹 19 | 

淆 : 炯 0 | 剔 1 | 衅 2 | 莓 3 | 跤 4 | 坞 5 | 劾 6 | 殴 7 | 忱 8 | 兮 9 | 蓓 10 | 碟 11 | 髦 12 | 拌 13 | 炜 14 | 榴 15 | 咐 16 | 陲 17 | 麓 18 | 姨 19 | 

蕉 : 罘 0 | 岙 1 | 鹩 2 | 馗 3 | 猗 4 | 诰 5 | 塍 6 | 罟 7 | 喹 8 | 龉 9 | 嫱 10 | 衩 11 | 佞 12 | 薮 13 | 腱 14 | ° 15 | 崂 16 | 甙 17 | 阚 18 | 殁 19 | 

抛 : 馗 0 | 腱 1 | 鹩 2 | 罘 3 | 崂 4 | 阚 5 | 猗 6 | 诰 7 | 佞 8 | 甙 9 | 岙 10 | 虱 11 | 猬 12 | 龌 13 | 薮 14 | 罟 15 | 衩 16 | 蟑 17 | 塍 18 | 鲱 19 | 

裹 : 馗 0 | 罘 1 | 鹩 2 | 猗 3 | 腱 4 | 诰 5 | 崂 6 | 塍 7 | 阚 8 | 佞 9 | 罟 10 | 薮 11 | 甙 12 | 虱 13 | 衩 14 | 龉 15 | 喹 16 | 猬 17 | ° 18 | 鲱 19 | 

酱 : 伶 0 | 姬 1 | 搂 2 | 殃 3 | 蝗 4 | 瀛 5 | 趴 6 | 榕 7 | 抠 8 | 粽 9 | 萋 10 | 岌 11 | 蛀 12 | 毙 13 | 屁 14 | 嘘 15 | 狸 16 | 泾 17 | 雌 18 | 褥 19 | 

迢 : 鹩 0 | 猗 1 | 腱 2 | 诰 3 | 崂 4 | 佞 5 | 阚 6 | 薮 7 | 罟 8 | 龉 9 | 喹 10 | 衩 11 | 虱 12 | 猬 13 | ° 14 | 鲱 15 | 嫱 16 | 蟑 17 | 槎 18 | 亻 19 | 

弧 : 腱 0 | 猗 1 | 崂 2 | 诰 3 | 佞 4 | 薮 5 | 虱 6 | 罟 7 | 猬 8 | 喹 9 | 衩 10 | 龉 11 | ° 12 | 龌 13 | 鲱 14 | 蟑 15 | 亻 16 | 槎 17 | 萤 18 | 腈 19 | 

藉 : 榴 0 | 驹 1 | 拌 2 | 膛 3 | 馁 4 | 帧 5 | 珀 6 | 氯 7 | 舅 8 | 粱 9 | 铿 10 | 蚌 11 | 湃 12 | 谆 13 | 甬 14 | 侮 15 | 侗 16 | 凛 17 | 囡 18 | 侄 19 | 

掰 : 腱 0 | 诰 1 | 崂 2 | 佞 3 | 虱 4 | 罟 5 | 薮 6 | 龉 7 | 猬 8 | 喹 9 | 鲱 10 | ° 11 | 龌 12 | 蟑 13 | 亻 14 | 槎 15 | 嫱 16 | 萤 17 | 腈 18 | 煊 19 | 

骤 : 浙 0 | 腱 1 | 凌 2 | 崂 3 | 猬 4 | 虱 5 | 龌 6 | 佞 7 | 诰 8 | 蟑 9 | 鲱 10 | 亻 11 | 罟 12 | 龉 13 | 槎 14 | 萤 15 | 喹 16 | 腈 17 | ° 18 | 嗯 19 | 

请 : 彻 0 | 请 1 | 署 2 | 握 3 | 边 4 | 易 5 | 密 6 | 商 7 | 凌 8 | 点 9 | 惯 10 | 望 11 | 兵 12 | 则 13 | 物 14 | 核 15 | 伯 16 | 杯 17 | 洪 18 | 境 19 | 

冕 : 腕 0 | 佣 1 | 剔 2 | 瓣 3 | 涡 4 | 壑 5 | 掷 6 | 钮 7 | 哮 8 | 匡 9 | 秃 10 | 铮 11 | 猴 12 | 斩 13 | 熬 14 | 侠 15 | 穹 16 | 岱 17 | 磷 18 | 炕 19 | 

曾 : 落 0 | 避 1 | 浙 2 | 敢 3 | 减 4 | 此 5 | 某 6 | 尤 7 | 采 8 | 求 9 | 密 10 | 促 11 | 得 12 | 已 13 | 既 14 | 只 15 | 该 16 | 渐 17 | 笔 18 | 亲 19 | 

桩 : 栖 0 | 呵 1 | 宠 2 | 驿 3 | 倦 4 | 霖 5 | 钊 6 | 崎 7 | 斩 8 | 擂 9 | 朔 10 | 蕴 11 | 攒 12 | 峭 13 | 瓣 14 | 骆 15 | 咐 16 | 迢 17 | 酱 18 | 帅 19 | 

瞻 : 嗓 0 | 绑 1 | 溜 2 | 栖 3 | 跻 4 | 刹 5 | 糟 6 | 渝 7 | 敷 8 | 赣 9 | 祈 10 | 愚 11 | 沪 12 | 邵 13 | 咸 14 | 拣 15 | 喧 16 | 熬 17 | 朔 18 | 熏 19 | 

翰 : 罟 0 | 龉 1 | 虱 2 | 喹 3 | ° 4 | 鲱 5 | 蟑 6 | 龌 7 | 嫱 8 | 槎 9 | 亻 10 | 萤 11 | 腈 12 | 哧 13 | 殁 14 | 儡 15 | 煊 16 | 暌 17 | 嗯 18 | 蔷 19 | 

斥 : 虱 0 | 罟 1 | 喹 2 | 龉 3 | ° 4 | 鲱 5 | 嫱 6 | 龌 7 | 亻 8 | 蟑 9 | 槎 10 | 煊 11 | 殁 12 | 儡 13 | 暌 14 | 哧 15 | 嗯 16 | 萤 17 | 腈 18 | 蔷 19 | 

羽 : 虱 0 | 罟 1 | 喹 2 | 龉 3 | 鲱 4 | ° 5 | 龌 6 | 蟑 7 | 亻 8 | 槎 9 | 萤 10 | 腈 11 | 嫱 12 | 煊 13 | 殁 14 | 儡 15 | 暌 16 | 嗯 17 | 哧 18 | 蔷 19 | 

陛 : 罟 0 | 虱 1 | 龉 2 | ° 3 | 鲱 4 | 嫱 5 | 蟑 6 | 亻 7 | 龌 8 | 殁 9 | 槎 10 | 煊 11 | 儡 12 | 暌 13 | 腈 14 | 萤 15 | 哧 16 | 嗯 17 | 蔷 18 | 龊 19 | 

势 : 望 0 | 障 1 | 彻 2 | 请 3 | 点 4 | 握 5 | 然 6 | 则 7 | 境 8 | 署 9 | 响 10 | 务 11 | 批 12 | 要 13 | 略 14 | 易 15 | 取 16 | 商 17 | 括 18 | 笔 19 | 

策 : 批 0 | 项 1 | 点 2 | 极 3 | 望 4 | 拓 5 | 步 6 | 笔 7 | 握 8 | 则 9 | 切 10 | 取 11 | 请 12 | 障 13 | 然 14 | 策 15 | 践 16 | 求 17 | 块 18 | 般 19 | 

税 : 核 0 | 密 1 | 某 2 | 杯 3 | 任 4 | 运 5 | 社 6 | 采 7 | 之 8 | 商 9 | 减 10 | 避 11 | 惯 12 | 价 13 | 专 14 | 敢 15 | 铁 16 | 促 17 | 顷 18 | 华 19 | 

富 : 伯 0 | 铁 1 | 洪 2 | 核 3 | 运 4 | 商 5 | 奋 6 | 华 7 | 警 8 | 顷 9 | 署 10 | 兵 11 | 惯 12 | 河 13 | 易 14 | 杯 15 | 销 16 | 任 17 | 委 18 | 物 19 | 

演 : 得 0 | 求 1 | 此 2 | 敢 3 | 取 4 | 避 5 | 某 6 | 近 7 | 渐 8 | 亲 9 | 已 10 | 请 11 | 将 12 | 减 13 | 相 14 | 要 15 | 笔 16 | 采 17 | 只 18 | 晚 19 | 

足 : 笔 0 | 请 1 | 敢 2 | 艘 3 | 求 4 | 握 5 | 取 6 | 避 7 | 得 8 | 渐 9 | 某 10 | 云 11 | 批 12 | 则 13 | 亲 14 | 此 15 | 点 16 | 切 17 | 要 18 | 华 19 | 

梯 : 蕴 0 | 霖 1 | 翰 2 | 薪 3 | 彬 4 | 斧 5 | 躯 6 | 茫 7 | 枢 8 | 磁 9 | 孕 10 | 觅 11 | 攒 12 | 钊 13 | 媛 14 | 卒 15 | 娅 16 | 楠 17 | 魁 18 | 涅 19 | 

参 : 创 0 | 扩 1 | 目 2 | 带 3 | 摆 4 | 升 5 | 宽 6 | 采 7 | 涨 8 | 具 9 | 回 10 | 涉 11 | 诸 12 | 坐 13 | 零 14 | 扶 15 | 足 16 | 偏 17 | 减 18 | 截 19 | 

苍 : 牡 0 | 芭 1 | 鲍 2 | 斡 3 | 邯 4 | 蓬 5 | 陪 6 | 茶 7 | 乔 8 | 冶 9 | 侦 10 | 饲 11 | 滑 12 | 踊 13 | 鞠 14 | 寺 15 | 霍 16 | 灌 17 | 崭 18 | 稽 19 | 

支 : 专 0 | 特 1 | 认 2 | 阶 3 | 投 4 | 文 5 | 运 6 | 贯 7 | 防 8 | 各 9 | 铁 10 | 污 11 | 价 12 | 促 13 | 采 14 | 伊 15 | 减 16 | 黑 17 | 任 18 | 服 19 | 

视 : 藏 0 | 值 1 | 责 2 | 役 3 | 湾 4 | 星 5 | 围 6 | 耗 7 | 弟 8 | 叹 9 | 疆 10 | 路 11 | 楚 12 | 测 13 | 士 14 | 险 15 | 染 16 | 淀 17 | 醒 18 | 头 19 | 

物 : 请 0 | 商 1 | 华 2 | 艘 3 | 求 4 | 握 5 | 敢 6 | 云 7 | 铁 8 | 取 9 | 河 10 | 避 11 | 渐 12 | 运 13 | 任 14 | 亲 15 | 点 16 | 杯 17 | 某 18 | 奋 19 | 

铧 : 葩 0 | 簌 1 | 啪 2 | 娣 3 | 睬 4 | 镛 5 | 峋 6 | 鸫 7 | 徨 8 | 糯 9 | 捺 10 | 喋 11 | 狡 12 | 惭 13 | 妖 14 | 迤 15 | 怅 16 | 屉 17 | 囡 18 | 跚 19 | 

遒 : 轶 0 | 妖 1 | 羹 2 | 睬 3 | 糯 4 | 盹 5 | 徨 6 | 狡 7 | 菩 8 | 稣 9 | 佟 10 | 妓 11 | 邕 12 | 撷 13 | 濮 14 | 珲 15 | 枇 16 | 猕 17 | 嶙 18 | 噜 19 | 

笞 : 龉 0 | ° 1 | 鲱 2 | 蟑 3 | 亻 4 | 龌 5 | 儡 6 | 煊 7 | 暌 8 | 哧 9 | 嗯 10 | 蔷 11 | 龊 12 | 蚱 13 | 螂 14 | 钽 15 | 泫 16 | 楔 17 | 鲷 18 | 闫 19 | 

菜 : 河 0 | 铁 1 | 华 2 | 请 3 | 洪 4 | 云 5 | 顷 6 | 署 7 | 兵 8 | 杯 9 | 惯 10 | 奋 11 | 商 12 | 警 13 | 亲 14 | 运 15 | 易 16 | 滨 17 | 销 18 | 握 19 | 

储 : 杯 0 | 铁 1 | 惯 2 | 顷 3 | 商 4 | 华 5 | ° 6 | 奋 7 | 鲱 8 | 运 9 | 蟑 10 | 龌 11 | 艘 12 | 煊 13 | 哧 14 | 暌 15 | 儡 16 | 嗯 17 | 蔷 18 | 泫 19 | 

债 : 避 0 | 敢 1 | 艘 2 | 某 3 | 减 4 | 铁 5 | 促 6 | 采 7 | 黑 8 | 龌 9 | 蟑 10 | 鲱 11 | ° 12 | 嗯 13 | 暌 14 | 撅 15 | 楔 16 | 泫 17 | 螂 18 | 蚱 19 | 

救 : 铁 0 | 华 1 | 河 2 | 杯 3 | 云 4 | 黑 5 | 运 6 | 顷 7 | 惯 8 | 奋 9 | 商 10 | 艘 11 | 避 12 | 社 13 | ° 14 | 龌 15 | 鲱 16 | 任 17 | 蟑 18 | 蔷 19 | 

抖 : ° 0 | 鲱 1 | 龌 2 | 蟑 3 | 煊 4 | 儡 5 | 暌 6 | 嗯 7 | 蔷 8 | 龊 9 | 蚱 10 | 螂 11 | 钽 12 | 闫 13 | 楔 14 | 泫 15 | 撅 16 | 鲷 17 | 谶 18 | 笈 19 | 

